Publication_Date,Report_Date,Open_Interest,NonComm_Long,NonComm_Short,Net_Position,Net_Pos_Pct_OI,LevFunds_Long,LevFunds_Short,LevFunds_Net,LevFunds_Net_Pct_OI,Z_Net_OI,Z_dNet_OI,X7_COT_pctl,COT_Signal
2020-11-27,2020-11-24,644566,191908,98477,93430,14.5,57894,59428,-1534,-0.24,1.47,0.4,90.4,MODERATE SPECULATIVE NET LONG
2020-12-04,2020-12-01,654257,193704,99558,94146,14.39,64671,59125,5546,0.85,1.45,-0.09,89.7,MODERATE SPECULATIVE NET LONG
2020-12-11,2020-12-08,683351,198913,100040,98873,14.47,72412,58873,13539,1.98,1.45,0.01,89.7,MODERATE SPECULATIVE NET LONG
2020-12-18,2020-12-15,657046,196830,90796,106034,16.14,66504,48447,18057,2.75,1.55,0.8,91.7,EXTREME SPECULATIVE NET LONG (Crowded)
2020-12-24,2020-12-21,659499,200609,91267,109341,16.58,68772,50411,18361,2.78,1.57,0.18,92.9,EXTREME SPECULATIVE NET LONG (Crowded)
2021-01-01,2020-12-29,671643,204248,92225,112023,16.68,68234,51624,16610,2.47,1.56,0.01,93.6,EXTREME SPECULATIVE NET LONG (Crowded)
2021-01-08,2021-01-05,673532,203632,93324,110308,16.38,67843,54977,12866,1.91,1.53,-0.18,91.7,EXTREME SPECULATIVE NET LONG (Crowded)
2021-01-15,2021-01-12,677952,205629,87127,118502,17.48,72119,48463,23656,3.49,1.6,0.55,94.9,EXTREME SPECULATIVE NET LONG (Crowded)
2021-01-22,2021-01-19,676515,213509,80949,132560,19.59,80097,48853,31244,4.62,1.73,1.07,99.4,EXTREME SPECULATIVE NET LONG (Crowded)
2021-01-29,2021-01-26,677432,212105,77893,134212,19.81,76457,46921,29536,4.36,1.73,0.09,100.0,EXTREME SPECULATIVE NET LONG (Crowded)
2021-02-05,2021-02-02,675520,208071,82661,125410,18.57,73530,51409,22121,3.27,1.65,-0.65,96.8,EXTREME SPECULATIVE NET LONG (Crowded)
2021-02-12,2021-02-09,673116,206239,79696,126543,18.8,70898,48435,22463,3.34,1.66,0.11,97.4,EXTREME SPECULATIVE NET LONG (Crowded)
2021-02-19,2021-02-16,675761,204421,81643,122777,18.17,68136,48708,19428,2.87,1.6,-0.37,94.2,EXTREME SPECULATIVE NET LONG (Crowded)
2021-02-26,2021-02-23,696916,207882,87758,120124,17.24,72092,54006,18086,2.6,1.53,-0.53,91.0,EXTREME SPECULATIVE NET LONG (Crowded)
2021-03-05,2021-03-02,698229,203895,92783,111111,15.91,73422,55194,18228,2.61,1.43,-0.74,84.6,MODERATE SPECULATIVE NET LONG
2021-03-12,2021-03-09,722123,193298,104686,88612,12.27,64247,64173,74,0.01,1.18,-1.96,78.8,MODERATE SPECULATIVE NET LONG
2021-03-19,2021-03-16,638977,181368,98574,82793,12.96,48912,60735,-11823,-1.85,1.22,0.36,79.5,MODERATE SPECULATIVE NET LONG
2021-03-26,2021-03-23,641428,184074,95483,88591,13.81,51452,58114,-6662,-1.04,1.28,0.44,81.4,MODERATE SPECULATIVE NET LONG
2021-04-02,2021-03-30,645121,186149,106502,79647,12.35,57133,63913,-6780,-1.05,1.18,-0.78,77.6,MODERATE SPECULATIVE NET LONG
2021-04-09,2021-04-06,642671,183502,106378,77123,12.0,53206,65295,-12089,-1.88,1.16,-0.19,75.6,MODERATE SPECULATIVE NET LONG
2021-04-16,2021-04-13,648681,185862,105267,80594,12.42,55274,65489,-10215,-1.57,1.18,0.22,77.6,MODERATE SPECULATIVE NET LONG
2021-04-23,2021-04-20,661640,194798,97108,97690,14.76,61556,61540,16,0.0,1.34,1.23,84.0,MODERATE SPECULATIVE NET LONG
2021-04-30,2021-04-27,672072,195495,100629,94866,14.12,63322,63360,-38,-0.01,1.29,-0.36,81.4,MODERATE SPECULATIVE NET LONG
2021-05-07,2021-05-04,677397,194740,100984,93756,13.84,59981,63801,-3820,-0.56,1.26,-0.17,80.1,MODERATE SPECULATIVE NET LONG
2021-05-14,2021-05-11,697211,208609,108598,100011,14.34,72130,69703,2427,0.35,1.29,0.24,81.4,MODERATE SPECULATIVE NET LONG
2021-05-21,2021-05-18,727631,214827,112391,102436,14.08,70419,73738,-3319,-0.46,1.26,-0.18,80.1,MODERATE SPECULATIVE NET LONG
2021-05-28,2021-05-25,738138,217794,112412,105381,14.28,70981,73484,-2503,-0.34,1.26,0.07,80.8,MODERATE SPECULATIVE NET LONG
2021-06-04,2021-06-01,742079,216417,108260,108156,14.57,69560,69723,-163,-0.02,1.27,0.11,83.3,MODERATE SPECULATIVE NET LONG
2021-06-11,2021-06-08,743159,213000,107783,105217,14.16,63558,70560,-7002,-0.94,1.23,-0.29,79.5,MODERATE SPECULATIVE NET LONG
2021-06-18,2021-06-15,694722,198884,91504,107380,15.46,49079,51822,-2743,-0.39,1.3,0.65,84.0,MODERATE SPECULATIVE NET LONG
2021-06-25,2021-06-22,694804,196710,114967,81743,11.76,52382,68507,-16125,-2.32,1.05,-2.15,69.9,MODERATE SPECULATIVE NET LONG
2021-07-02,2021-06-29,697425,197848,113910,83938,12.04,51345,64095,-12750,-1.83,1.06,0.08,70.5,MODERATE SPECULATIVE NET LONG
2021-07-09,2021-07-06,699383,199156,122620,76536,10.94,52702,68652,-15950,-2.28,0.98,-0.68,68.6,MODERATE SPECULATIVE NET LONG
2021-07-16,2021-07-13,688952,203565,135137,68427,9.93,59722,81863,-22141,-3.21,0.9,-0.64,67.3,MODERATE SPECULATIVE NET LONG
2021-07-23,2021-07-20,683075,193200,148003,45197,6.62,54722,88458,-33736,-4.94,0.68,-1.91,63.5,MODERATE SPECULATIVE NET LONG
2021-07-30,2021-07-27,678008,187889,149275,38614,5.7,53235,86419,-33184,-4.89,0.62,-0.57,60.9,MODERATE SPECULATIVE NET LONG
2021-08-06,2021-08-03,674491,187211,149843,37368,5.54,51182,88923,-37741,-5.6,0.6,-0.14,59.6,MODERATE SPECULATIVE NET LONG
2021-08-13,2021-08-10,702098,199678,165910,33767,4.81,59526,97549,-38023,-5.42,0.55,-0.47,57.7,MODERATE SPECULATIVE NET LONG
2021-08-20,2021-08-17,694792,221031,162376,58655,8.44,58690,92187,-33497,-4.82,0.77,1.94,65.4,MODERATE SPECULATIVE NET LONG
2021-08-27,2021-08-24,698547,196559,156496,40062,5.74,62532,83371,-20839,-2.98,0.59,-1.57,60.3,MODERATE SPECULATIVE NET LONG
2021-09-03,2021-08-31,705110,191985,166602,25383,3.6,56161,94209,-38048,-5.4,0.45,-1.25,53.2,MODERATE SPECULATIVE NET LONG
2021-09-10,2021-09-07,696734,187340,150032,37307,5.35,51065,82340,-31275,-4.49,0.55,0.88,57.7,MODERATE SPECULATIVE NET LONG
2021-09-17,2021-09-14,653102,187844,140591,47253,7.24,48022,74166,-26144,-4.0,0.66,0.96,63.5,MODERATE SPECULATIVE NET LONG
2021-09-24,2021-09-21,663519,194492,154013,40479,6.1,50898,80625,-29727,-4.48,0.58,-0.7,59.6,MODERATE SPECULATIVE NET LONG
2021-10-01,2021-09-28,668067,197596,175337,22259,3.33,53203,98491,-45288,-6.78,0.4,-1.58,50.6,MODERATE SPECULATIVE NET LONG
2021-10-08,2021-10-05,693591,196449,201109,-4659,-0.67,51655,123129,-71474,-10.3,0.14,-2.22,48.7,MODERATE SPECULATIVE NET SHORT
2021-10-15,2021-10-12,695329,199552,202591,-3039,-0.44,58428,122030,-63602,-9.15,0.15,0.07,48.7,MODERATE SPECULATIVE NET SHORT
2021-10-22,2021-10-19,679418,189968,185765,4202,0.62,49927,103118,-53191,-7.83,0.21,0.5,48.7,MODERATE SPECULATIVE NET LONG
2021-10-29,2021-10-26,680374,192255,190064,2191,0.32,55993,106564,-50571,-7.43,0.18,-0.23,48.1,MODERATE SPECULATIVE NET LONG
2021-11-05,2021-11-02,678024,191170,182907,8263,1.22,55382,96689,-41307,-6.09,0.23,0.41,48.7,MODERATE SPECULATIVE NET LONG
2021-11-12,2021-11-09,678368,193537,176681,16856,2.48,55225,90357,-35132,-5.18,0.3,0.6,49.4,MODERATE SPECULATIVE NET LONG
2021-11-19,2021-11-16,705698,199855,194115,5740,0.81,60703,101120,-40417,-5.73,0.19,-0.97,47.4,MODERATE SPECULATIVE NET LONG
2021-11-26,2021-11-23,711685,200890,213654,-12764,-1.79,61527,111496,-49969,-7.02,0.01,-1.47,43.6,MODERATE SPECULATIVE NET SHORT
2021-12-03,2021-11-30,705409,197917,206640,-8723,-1.24,59415,109863,-50448,-7.15,0.04,0.22,43.6,MODERATE SPECULATIVE NET SHORT
2021-12-10,2021-12-07,716213,192439,192271,168,0.02,54321,102069,-47748,-6.67,0.11,0.61,45.5,MODERATE SPECULATIVE NET LONG
2021-12-17,2021-12-14,661711,190847,198939,-8091,-1.22,51027,104672,-53645,-8.11,0.03,-0.73,42.9,MODERATE SPECULATIVE NET SHORT
2021-12-24,2021-12-21,672239,197033,201953,-4920,-0.73,56120,107792,-51672,-7.69,0.05,0.2,43.6,MODERATE SPECULATIVE NET SHORT
2021-12-31,2021-12-28,673273,200239,201220,-980,-0.15,57637,108038,-50401,-7.49,0.08,0.25,44.9,MODERATE SPECULATIVE NET SHORT
2022-01-07,2022-01-04,678218,198844,198346,497,0.07,53226,103086,-49860,-7.35,0.09,0.05,45.5,MODERATE SPECULATIVE NET LONG
2022-01-14,2022-01-11,682293,202568,198159,4408,0.65,58385,106059,-47674,-6.99,0.12,0.25,46.8,MODERATE SPECULATIVE NET LONG
2022-01-21,2022-01-18,691882,205102,189641,15461,2.23,59745,103523,-43778,-6.33,0.22,0.8,48.7,MODERATE SPECULATIVE NET LONG
2022-01-28,2022-01-25,682952,204159,183575,20584,3.01,60810,104453,-43643,-6.39,0.26,0.36,49.4,MODERATE SPECULATIVE NET LONG
2022-02-04,2022-02-01,685431,205445,184334,21111,3.08,60108,103297,-43189,-6.3,0.26,-0.03,49.4,MODERATE SPECULATIVE NET LONG
2022-02-11,2022-02-08,700098,208268,174383,33885,4.84,63922,97767,-33845,-4.83,0.37,0.9,54.5,MODERATE SPECULATIVE NET LONG
2022-02-18,2022-02-15,702047,201277,163185,38092,5.43,52391,91413,-39022,-5.56,0.4,0.24,56.4,MODERATE SPECULATIVE NET LONG
2022-02-25,2022-02-22,696682,196673,148617,48056,6.9,50013,80598,-30585,-4.39,0.49,0.72,62.2,MODERATE SPECULATIVE NET LONG
2022-03-04,2022-03-01,719975,216775,160591,56184,7.8,65510,83665,-18155,-2.52,0.54,0.4,63.5,MODERATE SPECULATIVE NET LONG
2022-03-11,2022-03-08,738990,218268,178863,39405,5.33,83687,90574,-6887,-0.93,0.37,-1.45,53.8,MODERATE SPECULATIVE NET LONG
2022-03-18,2022-03-15,666010,186161,176373,9788,1.47,60296,86916,-26620,-4.0,0.09,-2.2,42.9,MODERATE SPECULATIVE NET LONG
2022-03-25,2022-03-22,658817,192091,170039,22052,3.35,67389,82786,-15397,-2.34,0.21,0.93,47.4,MODERATE SPECULATIVE NET LONG
2022-04-01,2022-03-29,662415,192024,163082,28942,4.37,68790,78753,-9963,-1.5,0.27,0.46,50.0,MODERATE SPECULATIVE NET LONG
2022-04-08,2022-04-05,663589,195319,169011,26308,3.96,69051,74903,-5852,-0.88,0.23,-0.33,49.4,MODERATE SPECULATIVE NET LONG
2022-04-15,2022-04-12,678607,200215,171257,28958,4.27,79273,71866,7407,1.09,0.24,0.07,49.4,MODERATE SPECULATIVE NET LONG
2022-04-22,2022-04-19,675939,198717,178878,19839,2.94,70868,75909,-5041,-0.75,0.14,-0.82,42.3,MODERATE SPECULATIVE NET LONG
2022-04-29,2022-04-26,688449,207578,193083,14494,2.11,76345,87058,-10713,-1.56,0.07,-0.54,40.4,MODERATE SPECULATIVE NET LONG
2022-05-06,2022-05-03,694926,207612,204957,2654,0.38,76413,96578,-20165,-2.9,-0.07,-1.03,35.9,MODERATE SPECULATIVE NET LONG
2022-05-13,2022-05-10,705046,217400,204229,13170,1.87,80967,99030,-18063,-2.56,0.02,0.72,39.7,MODERATE SPECULATIVE NET LONG
2022-05-20,2022-05-17,706712,221110,199347,21763,3.08,84236,99212,-14976,-2.12,0.1,0.57,43.6,MODERATE SPECULATIVE NET LONG
2022-05-27,2022-05-24,708938,217453,189413,28040,3.96,80090,91273,-11183,-1.58,0.16,0.39,48.7,MODERATE SPECULATIVE NET LONG
2022-06-03,2022-05-31,706317,219667,179237,40430,5.72,81461,84256,-2795,-0.4,0.29,0.86,57.1,MODERATE SPECULATIVE NET LONG
2022-06-10,2022-06-07,730667,215776,171961,43814,6.0,79551,77302,2249,0.31,0.3,0.06,57.7,MODERATE SPECULATIVE NET LONG
2022-06-17,2022-06-14,668164,201923,174426,27497,4.12,67595,78227,-10632,-1.59,0.14,-1.11,47.4,MODERATE SPECULATIVE NET LONG
2022-06-24,2022-06-21,671718,204763,170979,33784,5.03,73266,75862,-2596,-0.39,0.2,0.42,50.6,MODERATE SPECULATIVE NET LONG
2022-07-01,2022-06-28,671472,201564,162636,38927,5.8,70552,72913,-2361,-0.35,0.25,0.34,57.1,MODERATE SPECULATIVE NET LONG
2022-07-08,2022-07-05,673772,211304,181671,29633,4.4,78194,87788,-9594,-1.42,0.13,-0.83,47.4,MODERATE SPECULATIVE NET LONG
2022-07-15,2022-07-12,682031,209945,185058,24887,3.65,77104,84726,-7622,-1.12,0.06,-0.48,41.7,MODERATE SPECULATIVE NET LONG
2022-07-22,2022-07-19,694106,202133,194670,7463,1.08,70143,93138,-22995,-3.31,-0.16,-1.46,31.4,MODERATE SPECULATIVE NET LONG
2022-07-29,2022-07-26,694099,206346,200051,6295,0.91,73744,104779,-31035,-4.47,-0.18,-0.16,30.8,MODERATE SPECULATIVE NET LONG
2022-08-05,2022-08-02,683883,203297,188660,14637,2.14,69879,92579,-22700,-3.32,-0.09,0.6,34.6,MODERATE SPECULATIVE NET LONG
2022-08-12,2022-08-09,692398,207359,187976,19383,2.8,72779,89387,-16608,-2.4,-0.05,0.29,35.9,MODERATE SPECULATIVE NET LONG
2022-08-19,2022-08-16,698570,207055,195561,11494,1.65,70967,93137,-22170,-3.17,-0.16,-0.7,31.4,MODERATE SPECULATIVE NET LONG
2022-08-26,2022-08-23,717921,218531,212763,5768,0.8,82015,100897,-18882,-2.63,-0.25,-0.53,27.6,MODERATE SPECULATIVE NET LONG
2022-09-02,2022-08-30,720081,212696,215944,-3247,-0.45,76078,101436,-25358,-3.52,-0.37,-0.74,21.8,MODERATE SPECULATIVE NET SHORT
2022-09-09,2022-09-06,721678,213309,211028,2280,0.32,74344,97788,-23444,-3.25,-0.31,0.36,25.0,MODERATE SPECULATIVE NET LONG
2022-09-16,2022-09-13,742244,208921,195913,13008,1.75,68149,96774,-28625,-3.86,-0.2,0.71,31.4,MODERATE SPECULATIVE NET LONG
2022-09-23,2022-09-20,657952,207382,192540,14842,2.26,69575,97378,-27803,-4.23,-0.17,0.2,34.6,MODERATE SPECULATIVE NET LONG
2022-09-30,2022-09-27,654142,211717,196340,15377,2.35,75359,102250,-26891,-4.11,-0.18,-0.03,34.6,MODERATE SPECULATIVE NET LONG
2022-10-07,2022-10-04,640458,199994,181467,18527,2.89,68913,87224,-18311,-2.86,-0.14,0.22,35.9,MODERATE SPECULATIVE NET LONG
2022-10-14,2022-10-11,639348,195370,180510,14860,2.32,64598,83788,-19190,-3.0,-0.22,-0.4,33.3,MODERATE SPECULATIVE NET LONG
2022-10-21,2022-10-18,640469,201470,174725,26745,4.18,69229,80045,-10816,-1.69,-0.05,0.94,45.5,MODERATE SPECULATIVE NET LONG
2022-10-28,2022-10-25,666719,217639,176998,40641,6.1,83693,88897,-5204,-0.78,0.12,1.0,58.3,MODERATE SPECULATIVE NET LONG
2022-11-04,2022-11-01,671729,224074,163854,60220,8.96,88366,84155,4211,0.63,0.39,1.52,65.4,MODERATE SPECULATIVE NET LONG
2022-11-11,2022-11-08,667902,216564,151650,64914,9.72,81850,75031,6819,1.02,0.46,0.33,66.7,MODERATE SPECULATIVE NET LONG
2022-11-18,2022-11-15,682575,218168,153910,64258,9.41,80563,80590,-27,-0.0,0.42,-0.26,66.0,MODERATE SPECULATIVE NET LONG
2022-11-25,2022-11-22,680873,222455,144869,77586,11.4,83419,76878,6541,0.96,0.61,1.01,68.6,MODERATE SPECULATIVE NET LONG
2022-12-02,2022-11-29,695776,217337,146412,70925,10.19,76460,79804,-3344,-0.48,0.48,-0.77,67.3,MODERATE SPECULATIVE NET LONG
2022-12-09,2022-12-06,711537,217299,149608,67690,9.51,76694,81601,-4907,-0.69,0.39,-0.47,64.7,MODERATE SPECULATIVE NET LONG
2022-12-16,2022-12-13,772800,216333,143384,72949,9.44,68146,79103,-10957,-1.42,0.38,-0.12,64.1,MODERATE SPECULATIVE NET LONG
2022-12-23,2022-12-20,725968,225136,153797,71339,9.83,78454,95148,-16694,-2.3,0.41,0.12,65.4,MODERATE SPECULATIVE NET LONG
2022-12-30,2022-12-27,728387,228161,148309,79852,10.96,81740,92874,-11134,-1.53,0.53,0.53,67.9,MODERATE SPECULATIVE NET LONG
2023-01-06,2023-01-03,712030,212524,131335,81188,11.4,71489,77178,-5689,-0.8,0.57,0.14,68.6,MODERATE SPECULATIVE NET LONG
2023-01-13,2023-01-10,746163,228818,139892,88925,11.92,82961,89335,-6374,-0.85,0.63,0.19,69.2,MODERATE SPECULATIVE NET LONG
2023-01-20,2023-01-17,753915,221169,135153,86016,11.41,71486,85373,-13887,-1.84,0.55,-0.38,67.9,MODERATE SPECULATIVE NET LONG
2023-01-27,2023-01-24,777569,230141,136000,94141,12.11,77468,88332,-10864,-1.4,0.63,0.3,70.5,MODERATE SPECULATIVE NET LONG
2023-02-03,2023-01-31,796738,240145,130128,110017,13.81,85496,80440,5056,0.63,0.85,0.85,75.6,MODERATE SPECULATIVE NET LONG
2023-02-10,2023-02-07,781287,227442,110951,116490,14.91,73795,58220,15575,1.99,0.99,0.51,83.3,MODERATE SPECULATIVE NET LONG
2023-02-17,2023-02-14,788633,231699,109543,122155,15.49,79092,57684,21408,2.71,1.08,0.21,84.0,MODERATE SPECULATIVE NET LONG
2023-02-24,2023-02-21,789898,231220,111106,120114,15.21,79329,56100,23229,2.94,1.06,-0.28,82.7,MODERATE SPECULATIVE NET LONG
2023-03-03,2023-02-28,803963,239289,115528,123760,15.39,84939,58012,26927,3.35,1.11,-0.03,82.7,MODERATE SPECULATIVE NET LONG
2023-03-10,2023-03-07,821057,232687,116389,116297,14.16,75936,60049,15887,1.93,0.93,-0.83,76.3,MODERATE SPECULATIVE NET LONG
2023-03-17,2023-03-14,745403,217743,112828,104914,14.07,64007,56362,7645,1.03,0.91,-0.15,73.7,MODERATE SPECULATIVE NET LONG
2023-03-24,2023-03-21,737437,214055,102244,111811,15.16,61547,48206,13341,1.81,1.08,0.67,81.4,MODERATE SPECULATIVE NET LONG
2023-03-31,2023-03-28,732506,210885,109600,101284,13.83,58664,55651,3013,0.41,0.85,-0.97,71.2,MODERATE SPECULATIVE NET LONG
2023-04-07,2023-04-04,747095,219456,113585,105870,14.17,66748,63263,3485,0.47,0.89,0.19,75.6,MODERATE SPECULATIVE NET LONG
2023-04-14,2023-04-11,759439,226750,111220,115530,15.21,69139,61513,7626,1.0,1.05,0.68,82.1,MODERATE SPECULATIVE NET LONG
2023-04-21,2023-04-18,766374,223186,105689,117496,15.33,65844,57520,8324,1.09,1.06,0.04,82.1,MODERATE SPECULATIVE NET LONG
2023-04-28,2023-04-25,772882,222498,104308,118190,15.29,69260,55884,13376,1.73,1.04,-0.06,81.4,MODERATE SPECULATIVE NET LONG
2023-05-05,2023-05-02,779458,222815,103551,119264,15.3,70548,55759,14789,1.9,1.03,-0.04,81.4,MODERATE SPECULATIVE NET LONG
2023-05-12,2023-05-09,794721,231650,112597,119053,14.98,78046,64643,13403,1.69,0.97,-0.27,78.2,MODERATE SPECULATIVE NET LONG
2023-05-19,2023-05-16,789930,225904,103993,121911,15.43,69220,53952,15268,1.93,1.03,0.26,82.7,MODERATE SPECULATIVE NET LONG
2023-05-26,2023-05-23,781123,228355,108071,120284,15.4,72480,58233,14247,1.82,1.01,-0.08,82.1,MODERATE SPECULATIVE NET LONG
2023-06-02,2023-05-30,775142,225359,104830,120529,15.55,72423,53127,19296,2.49,1.02,0.05,84.0,MODERATE SPECULATIVE NET LONG
2023-06-09,2023-06-06,781967,227580,108371,119209,15.24,77781,54388,23393,2.99,0.96,-0.26,78.2,MODERATE SPECULATIVE NET LONG
2023-06-16,2023-06-13,818294,215262,99853,115408,14.1,70136,49937,20199,2.47,0.76,-0.84,67.3,MODERATE SPECULATIVE NET LONG
2023-06-23,2023-06-20,732979,213763,108089,105674,14.42,66452,60120,6332,0.86,0.81,0.2,71.8,MODERATE SPECULATIVE NET LONG
2023-06-30,2023-06-27,732123,214426,103583,110843,15.14,70527,56288,14239,1.94,0.92,0.48,75.6,MODERATE SPECULATIVE NET LONG
2023-07-06,2023-07-03,725927,212836,101338,111497,15.36,69829,52356,17473,2.41,0.94,0.12,80.1,MODERATE SPECULATIVE NET LONG
2023-07-14,2023-07-11,736056,213826,109946,103879,14.11,70220,60623,9597,1.3,0.73,-0.93,65.4,MODERATE SPECULATIVE NET LONG
2023-07-21,2023-07-18,783132,234875,112134,122741,15.67,86196,64705,21491,2.74,0.97,1.09,84.0,MODERATE SPECULATIVE NET LONG
2023-07-28,2023-07-25,772408,226565,102802,123763,16.02,80093,54039,26054,3.37,1.02,0.22,85.3,MODERATE SPECULATIVE NET LONG
2023-08-04,2023-08-01,755156,217300,100469,116831,15.47,70631,51919,18712,2.48,0.93,-0.41,81.4,MODERATE SPECULATIVE NET LONG
2023-08-11,2023-08-08,760968,219712,108858,110854,14.57,71402,60392,11010,1.45,0.79,-0.66,71.2,MODERATE SPECULATIVE NET LONG
2023-08-18,2023-08-15,760233,223140,101584,121556,15.99,76755,53700,23055,3.03,1.02,1.09,85.9,MODERATE SPECULATIVE NET LONG
2023-08-25,2023-08-22,750486,232297,112395,119902,15.98,91721,60015,31706,4.22,1.03,0.0,85.9,MODERATE SPECULATIVE NET LONG
2023-09-01,2023-08-29,748127,227539,117320,110219,14.73,87774,59359,28415,3.8,0.83,-0.92,71.8,MODERATE SPECULATIVE NET LONG
2023-09-08,2023-09-05,754263,229308,127306,102001,13.52,89527,65457,24070,3.19,0.65,-0.89,57.7,MODERATE SPECULATIVE NET LONG
2023-09-15,2023-09-12,743759,210603,121947,88655,11.92,72898,59469,13429,1.81,0.39,-1.18,52.6,MODERATE SPECULATIVE NET LONG
2023-09-22,2023-09-19,695343,204604,126584,78020,11.22,65602,60740,4862,0.7,0.29,-0.51,49.4,MODERATE SPECULATIVE NET LONG
2023-09-29,2023-09-26,699271,213485,135363,78121,11.17,76453,64578,11875,1.7,0.29,-0.01,49.4,MODERATE SPECULATIVE NET LONG
2023-10-06,2023-10-03,702433,217830,145205,72625,10.34,82368,69165,13203,1.88,0.16,-0.59,48.1,MODERATE SPECULATIVE NET LONG
2023-10-13,2023-10-10,687382,204605,140977,63628,9.26,68001,68963,-962,-0.14,-0.01,-0.78,43.6,MODERATE SPECULATIVE NET LONG
2023-10-20,2023-10-17,695676,213996,145283,68713,9.88,75357,71058,4299,0.62,0.1,0.51,47.4,MODERATE SPECULATIVE NET LONG
2023-10-27,2023-10-24,702668,220322,143027,77295,11.0,81600,72575,9025,1.28,0.3,0.88,51.3,MODERATE SPECULATIVE NET LONG
2023-11-03,2023-10-31,694962,215800,142803,72996,10.5,77740,72267,5473,0.79,0.22,-0.35,50.0,MODERATE SPECULATIVE NET LONG
2023-11-10,2023-11-07,697624,214216,141540,72675,10.42,77240,71870,5370,0.77,0.21,-0.04,50.0,MODERATE SPECULATIVE NET LONG
2023-11-17,2023-11-14,702463,214867,136314,78552,11.18,77152,70027,7125,1.01,0.34,0.59,53.8,MODERATE SPECULATIVE NET LONG
2023-11-24,2023-11-21,712364,213825,124092,89732,12.6,73652,65589,8063,1.13,0.59,1.09,62.8,MODERATE SPECULATIVE NET LONG
2023-12-01,2023-11-28,727138,216342,119295,97047,13.35,73233,63049,10184,1.4,0.72,0.58,64.1,MODERATE SPECULATIVE NET LONG
2023-12-08,2023-12-05,756615,223838,120190,103648,13.7,76280,64172,12108,1.6,0.78,0.27,65.4,MODERATE SPECULATIVE NET LONG
2023-12-15,2023-12-12,792149,227368,127507,99861,12.61,83174,66533,16641,2.1,0.59,-0.82,63.5,MODERATE SPECULATIVE NET LONG
2023-12-22,2023-12-19,700244,207373,133146,74227,10.6,67756,75221,-7465,-1.07,0.26,-1.51,51.3,MODERATE SPECULATIVE NET LONG
2023-12-29,2023-12-26,705627,209843,132972,76871,10.89,71580,75813,-4233,-0.6,0.31,0.25,51.9,MODERATE SPECULATIVE NET LONG
2024-01-05,2024-01-02,718885,224010,130449,93560,13.01,86037,73326,12711,1.77,0.69,1.63,66.0,MODERATE SPECULATIVE NET LONG
2024-01-12,2024-01-09,714079,217344,121957,95387,13.36,80190,64329,15861,2.22,0.75,0.28,67.3,MODERATE SPECULATIVE NET LONG
2024-01-19,2024-01-16,733091,221216,127426,93790,12.79,80292,68347,11945,1.63,0.66,-0.41,65.4,MODERATE SPECULATIVE NET LONG
2024-01-26,2024-01-23,725423,215941,131902,84039,11.58,75337,71769,3568,0.49,0.47,-0.88,58.3,MODERATE SPECULATIVE NET LONG
2024-02-02,2024-01-30,727210,220170,135418,84752,11.65,79542,68993,10549,1.45,0.49,0.09,59.0,MODERATE SPECULATIVE NET LONG
2024-02-09,2024-02-06,731991,222608,162483,60125,8.21,80024,85356,-5332,-0.73,-0.11,-2.57,42.3,MODERATE SPECULATIVE NET LONG
2024-02-16,2024-02-13,740105,228824,173200,55624,7.52,88270,94055,-5785,-0.78,-0.22,-0.46,41.7,MODERATE SPECULATIVE NET LONG
2024-02-23,2024-02-20,722299,223908,158640,65268,9.04,87583,77256,10327,1.43,0.06,1.18,44.9,MODERATE SPECULATIVE NET LONG
2024-03-01,2024-02-27,715545,223399,158123,65276,9.12,85862,79487,6375,0.89,0.09,0.1,45.5,MODERATE SPECULATIVE NET LONG
2024-03-08,2024-03-05,707108,221238,151479,69758,9.87,88588,79149,9439,1.33,0.24,0.59,50.0,MODERATE SPECULATIVE NET LONG
2024-03-15,2024-03-12,717720,211045,144092,66952,9.33,80929,77212,3717,0.52,0.14,-0.4,46.8,MODERATE SPECULATIVE NET LONG
2024-03-22,2024-03-19,656182,209828,159013,50815,7.74,85730,89372,-3642,-0.56,-0.15,-1.19,42.3,MODERATE SPECULATIVE NET LONG
2024-03-29,2024-03-26,657300,208394,168600,39794,6.05,81778,90904,-9126,-1.39,-0.46,-1.25,38.5,MODERATE SPECULATIVE NET LONG
2024-04-05,2024-04-02,682768,219131,196047,23083,3.38,94297,103690,-9393,-1.38,-0.95,-1.99,25.0,MODERATE SPECULATIVE NET LONG
2024-04-12,2024-04-09,643496,189193,168951,20241,3.15,65356,86911,-21555,-3.35,-0.98,-0.13,23.7,MODERATE SPECULATIVE NET LONG
2024-04-19,2024-04-16,658865,193489,190870,2619,0.4,70146,104691,-34545,-5.24,-1.48,-2.01,8.3,MODERATE SPECULATIVE NET LONG
2024-04-26,2024-04-23,665771,185617,193832,-8214,-1.23,63518,98985,-35467,-5.33,-1.76,-1.15,1.3,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-05-03,2024-04-30,652297,187578,187701,-122,-0.02,68274,91458,-23184,-3.55,-1.51,0.97,5.8,EXTREME SPECULATIVE NET SHORT (Squeeze Risk)
2024-05-10,2024-05-07,654804,189671,182693,6978,1.07,69345,86146,-16801,-2.57,-1.29,0.87,13.5,MODERATE SPECULATIVE NET LONG
